"ZIP","Borough","HousCond","IAO","NoiseResid","ConsumProt","Traffic","UrbInf","NoiseBiz","WaterSyst","NoiseConst","Sani","NoiseTraf","EnvProt","SocServ","Violation","Misdemeanor","Felony","medianInc","jlBenef"
"10001_201004","Manhattan","HousCond_[70,200]","H","H","H","L","VH","M","M","H","VH","L","M","L","M","OC","H",45000,1194
"10002_201004","Manhattan","HousCond_[200,350]","H","VH","H","M","VH","H","H","H","VH","H","MH","M","H","OC","VH",20973,3698
"10003_201004","Manhattan","HousCond_[200,350]","H","VH","H","M","VH","H","MH","H","VH","M","MH","MH","M","VH","H",64327,2402
"10004_201004","Manhattan","HousCond_[0,70]","L","L","H","L","H","VL","L","M","L","VL","L","VL","L","M","ML",95096,123
"10005_201004","Manhattan","HousCond_[0,70]","M","L","M","L","M","L","L","L","L","VL","L","VL","L","M","ML",80950,282
"10006_201004","Manhattan","HousCond_[0,70]","L","L","L","L","M","VL","L","M","L","VL","L","VL","L","H","ML",80212,139
"10007_201004","Manhattan","HousCond_[0,70]","M","L","H","L","VH","M","L","H","L","VL","L","VL","M","H","M",142202,233
"10009_201004","Manhattan","HousCond_[200,350]","H","VH","H","M","VH","H","M","M","VH","M","MH","MH","H","OC","VH",39054,3244
"10010_201004","Manhattan","HousCond_[70,200]","M","M","H","L","VH","M","M","M","H","L","L","L","MH","VH","H",70971,1316
"10011_201004","Manhattan","HousCond_[200,350]","H","H","H","M","VH","H","H","H","VH","M","M","MH","MH","OC","VH",69293,2603
"10012_201004","Manhattan","HousCond_[70,200]","H","M","H","L","VH","H","L","M","VH","L","L","M","M","VH","M",57900,941
"10013_201004","Manhattan","HousCond_[70,200]","H","M","H","L","VH","H","MH","M","VH","M","L","L","MH","OC","VH",37019,1070
"10014_201004","Manhattan","HousCond_[200,350]","H","H","H","L","VH","H","MH","M","VH","M","M","M","MH","VH","H",72571,1513
"10016_201004","Manhattan","HousCond_[200,350]","H","H","H","L","VH","H","H","H","VH","L","M","MH","MH","VH","H",67263,2177
"10017_201004","Manhattan","HousCond_[0,70]","MH","L","H","L","VH","L","M","H","L","VL","L","L","L","M","ML",55131,708
"10018_201004","Manhattan","HousCond_[70,200]","MH","L","H","L","VH","VL","M","M","M","VL","L","VL","L","M","ML",48097,376
"10019_201004","Manhattan","HousCond_[200,350]","H","H","H","H","VH","M","MH","H","H","M","M","M","MH","VH","H",60235,2192
"10020_201004","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"10021_201004","Manhattan","HousCond_[70,200]","H","M","H","L","VH","L","L","M","H","L","H","L","L","M","ML",81375,1597
"10022_201004","Manhattan","HousCond_[70,200]","MH","M","H","L","VH","L","M","H","H","VL","L","L","M","VH","H",85520,1238
"10023_201004","Manhattan","HousCond_[200,350]","H","H","H","M","VH","L","M","H","H","L","MH","MH","MH","VH","H",78822,2795
"10024_201004","Manhattan","HousCond_[200,350]","MH","H","H","L","VH","M","L","M","VH","M","MH","MH","L","M","ML",71417,2622
"10025_201004","Manhattan","HousCond_[350,1789]","H","VH","H","L","VH","M","M","H","VH","M","MH","MH","M","H","M",46564,4380
"10026_201004","Manhattan","HousCond_[200,350]","M","VH","M","L","H","M","L","M","H","M","L","M","H","OC","H",28909,2074
"10027_201004","Manhattan","HousCond_[350,1789]","MH","VH","H","L","VH","H","MH","M","VH","M","MH","MH","H","OC","VH",25621,2802
"10028_201004","Manhattan","HousCond_[200,350]","H","M","H","L","VH","H","L","M","H","VL","M","M","MH","VH","H",71147,1806
"10029_201004","Manhattan","HousCond_[350,1789]","H","VH","H","M","VH","M","H","M","H","M","M","MH","H","OC","VH",24107,3621
"10030_201004","Manhattan","HousCond_[200,350]","L","H","L","L","M","L","L","VL","H","VL","L","MH","M","M","M",24236,1614
"10031_201004","Manhattan","HousCond_[350,1789]","MH","VH","H","L","VH","M","MH","L","VH","M","L","MH","MH","OC","H",22204,3362
"10032_201004","Manhattan","HousCond_[350,1789]","MH","VH","M","L","VH","M","L","L","VH","H","L","MH","MH","OC","VH",23847,3424
"10033_201004","Manhattan","HousCond_[350,1789]","L","VH","M","L","VH","M","L","L","VH","M","M","MH","L","M","ML",24973,3366
"10034_201004","Manhattan","HousCond_[350,1789]","MH","VH","L","L","VH","H","M","M","H","M","L","MH","L","H","M",24802,2537
"10035_201004","Manhattan","HousCond_[200,350]","M","H","H","L","VH","M","M","M","H","L","L","MH","H","OC","VH",23444,1682
"10036_201004","Manhattan","HousCond_[200,350]","MH","M","H","M","VH","M","M","H","H","L","L","M","H","OC","VH",45804,1856
"10037_201004","Manhattan","HousCond_[70,200]","L","H","M","L","M","L","L","L","L","VL","L","M","MH","VH","H",33107,1077
"10038_201004","Manhattan","HousCond_[0,70]","MH","L","H","L","VH","L","L","H","M","VL","L","VL","M","H","M",41659,896
"10039_201004","Manhattan","HousCond_[200,350]","L","H","L","L","M","L","L","VL","L","VL","L","M","H","VH","H",24359,1480
"10040_201004","Manhattan","HousCond_[350,1789]","L","VH","L","L","VH","M","M","M","H","M","L","M","M","VH","H",24878,2629
"10044_201004","Manhattan","HousCond_[0,70]","L","L","L","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",47861,385
"10065_201004","Manhattan","HousCond_[70,200]","MH","L","H","L","VH","L","M","M","H","L","M","MH","M","VH","H",76532,1026
"10069_201004","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","L","L","VL","L","VL","M","M","ML",139884,184
"10075_201004","Manhattan","HousCond_[0,70]","M","L","H","L","H","L","L","L","M","VL","L","L","M","H","H",74570,1018
"10123_201004","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"10128_201004","Manhattan","HousCond_[200,350]","M","H","H","L","VH","M","M","H","H","L","MH","M","M","VH","M",66337,2479
"10280_201004","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","L","L","VL","L","VL","L","M","ML",99712,346
"10281_201004","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"10282_201004","Manhattan","HousCond_[0,70]","L","L","VL","L","L","VL","L","L","L","VL","L","VL","L","M","ML",163673,130
"10301_201004","Staten Island","HousCond_[200,350]","H","H","L","M","VH","M","H","L","VH","VL","H","MH","MH","VH","M",38792,1573
"10302_201004","Staten Island","HousCond_[70,200]","M","L","L","M","VH","L","H","L","H","VL","H","MH","L","M","ML",33832,746
"10303_201004","Staten Island","HousCond_[70,200]","L","H","L","M","VH","VL","M","VL","H","VL","M","MH","L","M","ML",31457,1191
"10304_201004","Staten Island","HousCond_[70,200]","MH","M","L","M","VH","VL","H","VL","VH","L","H","MH","H","VH","M",33140,1825
"10305_201004","Staten Island","HousCond_[70,200]","H","M","L","H","VH","M","H","VL","VH","VL","H","M","H","OC","H",41153,2044
"10306_201004","Staten Island","HousCond_[70,200]","H","M","L","M","VH","VL","H","L","VH","VL","H","M","H","VH","M",46786,2913
"10307_201004","Staten Island","HousCond_[0,70]","L","L","VL","L","H","VL","M","VL","M","VL","MH","VL","M","H","ML",53953,679
"10308_201004","Staten Island","HousCond_[0,70]","MH","L","VL","M","VH","VL","MH","VL","VH","VL","H","M","M","M","ML",54194,1493
"10309_201004","Staten Island","HousCond_[70,200]","MH","L","VL","M","VH","VL","H","L","H","L","H","VL","MH","H","M",54143,1677
"10310_201004","Staten Island","HousCond_[70,200]","M","M","L","L","VH","L","MH","VL","H","VL","MH","MH","MH","VH","H",38351,1018
"10312_201004","Staten Island","HousCond_[70,200]","H","M","VL","H","VH","VL","H","L","VH","VL","H","L","MH","VH","M",54855,3199
"10314_201004","Staten Island","HousCond_[70,200]","H","M","M","VH","VH","L","H","L","VH","L","H","MH","H","OC","H",46122,4186
"10451_201004","Bronx","HousCond_[350,1789]","M","H","H","M","VH","L","L","M","VH","M","L","MH","H","OC","H",22846,2421
"10452_201004","Bronx","HousCond_[350,1789]","M","VH","L","M","VH","H","M","VL","VH","VL","L","MH","MH","OC","H",21436,3916
"10453_201004","Bronx","HousCond_[350,1789]","M","VH","L","M","VH","M","M","VL","VH","M","M","MH","H","OC","VH",21086,4080
"10454_201004","Bronx","HousCond_[200,350]","M","H","VL","L","VH","M","M","L","VH","L","L","MH","H","OC","VH",19613,1679
"10455_201004","Bronx","HousCond_[350,1789]","M","H","M","L","VH","L","M","VL","VH","VL","L","MH","H","OC","VH",20305,2057
"10456_201004","Bronx","HousCond_[350,1789]","MH","VH","L","M","VH","L","MH","VL","VH","L","M","MH","H","OC","VH",19749,4333
"10457_201004","Bronx","HousCond_[350,1789]","H","VH","L","M","VH","L","M","VL","VH","M","L","MH","H","OC","VH",20364,3322
"10458_201004","Bronx","HousCond_[350,1789]","M","VH","H","M","VH","L","M","VL","VH","M","MH","MH","H","OC","VH",21770,3385
"10459_201004","Bronx","HousCond_[350,1789]","M","H","L","M","VH","VL","M","L","VH","VL","L","MH","MH","OC","VH",21222,2430
"10460_201004","Bronx","HousCond_[350,1789]","L","VH","L","M","VH","L","M","VL","VH","VL","L","MH","H","OC","VH",21625,2704
"10461_201004","Bronx","HousCond_[200,350]","H","H","L","H","VH","L","H","L","VH","L","H","MH","H","OC","VH",35577,2316
"10462_201004","Bronx","HousCond_[350,1789]","H","VH","M","VH","VH","M","M","M","VH","L","H","MH","MH","VH","H",31582,3910
"10463_201004","Bronx","HousCond_[350,1789]","H","VH","L","M","VH","M","H","L","VH","L","H","MH","M","VH","H",35695,3258
"10464_201004","Bronx","HousCond_[0,70]","L","L","VL","L","M","VL","L","VL","L","VL","L","VL","L","M","ML",50786,194
"10465_201004","Bronx","HousCond_[0,70]","MH","M","VL","H","VH","L","MH","L","VH","VL","H","L","H","VH","H",41557,2153
"10466_201004","Bronx","HousCond_[350,1789]","H","H","M","VH","VH","L","H","L","VH","L","H","MH","MH","VH","H",27142,3226
"10467_201004","Bronx","HousCond_[350,1789]","MH","VH","M","H","VH","H","MH","M","VH","M","MH","MH","H","OC","VH",24748,4406
"10468_201004","Bronx","HousCond_[350,1789]","MH","VH","M","M","VH","L","M","VL","VH","M","MH","MH","MH","OC","H",22821,3430
"10469_201004","Bronx","HousCond_[200,350]","H","H","M","VH","VH","VL","H","L","VH","L","H","MH","H","OC","VH",30886,2988
"10470_201004","Bronx","HousCond_[70,200]","L","L","VL","M","VH","VL","L","VL","M","VL","L","MH","L","M","ML",35366,684
"10471_201004","Bronx","HousCond_[0,70]","L","L","VL","M","VH","L","MH","VL","M","VL","M","L","L","M","ML",54072,850
"10472_201004","Bronx","HousCond_[350,1789]","H","VH","L","M","VH","H","MH","L","H","M","M","MH","H","OC","VH",22094,2967
"10473_201004","Bronx","HousCond_[70,200]","M","H","M","H","VH","VL","L","VL","VH","VL","M","MH","H","OC","VH",28074,3254
"10474_201004","Bronx","HousCond_[200,350]","L","M","VL","L","VH","VL","L","VL","H","VL","L","MH","MH","OC","H",20530,532
"10475_201004","Bronx","HousCond_[0,70]","L","L","M","M","VH","VL","L","VL","L","VL","L","L","M","M","M",38373,1957
"11004_201004","Queens","HousCond_[0,70]","L","L","VL","L","H","VL","MH","L","M","VL","MH","VL","L","M","ML",47602,557
"11101_201004","Queens","HousCond_[70,200]","H","M","H","VH","VH","M","H","M","VH","VL","MH","VL","H","OC","VH",29017,1617
"11102_201004","Queens","HousCond_[70,200]","MH","M","M","H","VH","M","MH","L","H","M","L","M","L","H","ML",31645,1893
"11103_201004","Queens","HousCond_[70,200]","MH","M","H","M","VH","M","MH","M","H","VL","MH","M","M","H","ML",30275,2036
"11104_201004","Queens","HousCond_[200,350]","M","M","L","L","H","L","L","VL","H","L","M","MH","MH","H","M",31026,1590
"11105_201004","Queens","HousCond_[70,200]","M","H","M","H","VH","M","H","VL","VH","L","MH","L","M","H","ML",34286,2085
"11106_201004","Queens","HousCond_[70,200]","M","H","M","M","VH","H","M","L","H","L","M","L","M","H","M",31061,2194
"11201_201004","Brooklyn","HousCond_[70,200]","H","H","H","H","VH","M","MH","H","VH","M","M","M","H","OC","H",61268,2471
"11203_201004","Brooklyn","HousCond_[350,1789]","MH","H","M","VH","VH","M","MH","L","VH","L","H","MH","H","OC","VH",28367,3802
"11204_201004","Brooklyn","HousCond_[200,350]","H","H","L","VH","VH","VL","H","L","VH","M","H","MH","MH","VH","H",23704,2957
"11205_201004","Brooklyn","HousCond_[200,350]","M","H","M","M","VH","L","M","L","VH","L","M","M","M","VH","H",30362,1827
"11206_201004","Brooklyn","HousCond_[350,1789]","H","VH","H","H","VH","H","H","M","VH","H","MH","MH","M","H","M",21374,3964
"11207_201004","Brooklyn","HousCond_[350,1789]","H","VH","H","H","VH","L","H","VL","VH","L","H","MH","H","OC","VH",22315,4756
"11208_201004","Brooklyn","HousCond_[350,1789]","H","VH","L","VH","VH","M","H","L","VH","L","H","MH","MH","OC","VH",21802,4794
"11209_201004","Brooklyn","HousCond_[350,1789]","H","H","M","H","VH","H","MH","L","VH","L","H","MH","MH","VH","H",41833,3182
"11210_201004","Brooklyn","HousCond_[350,1789]","MH","H","M","VH","VH","M","MH","L","VH","L","H","MH","M","H","H",31271,2744
"11211_201004","Brooklyn","HousCond_[350,1789]","H","VH","H","H","VH","H","MH","M","VH","H","H","M","H","OC","VH",28602,3848
"11212_201004","Brooklyn","HousCond_[350,1789]","MH","VH","M","H","VH","L","MH","L","VH","L","M","MH","L","H","M",22489,4390
"11213_201004","Brooklyn","HousCond_[350,1789]","MH","VH","L","M","VH","L","M","L","VH","L","MH","MH","L","M","ML",23398,3051
"11214_201004","Brooklyn","HousCond_[350,1789]","H","H","M","VH","VH","L","H","L","VH","VL","MH","MH","H","OC","H",25688,4059
"11215_201004","Brooklyn","HousCond_[200,350]","H","H","H","H","VH","H","MH","M","VH","M","H","M","MH","VH","H",48671,3263
"11216_201004","Brooklyn","HousCond_[350,1789]","MH","H","H","M","VH","L","M","VL","VH","M","MH","MH","H","OC","VH",25289,3042
"11217_201004","Brooklyn","HousCond_[70,200]","H","H","H","M","VH","H","M","M","VH","L","MH","M","MH","VH","H",46486,1996
"11218_201004","Brooklyn","HousCond_[350,1789]","M","H","M","VH","VH","M","MH","M","VH","L","H","MH","M","H","M",28170,2816
"11219_201004","Brooklyn","HousCond_[350,1789]","H","M","L","H","VH","L","H","M","VH","VL","H","MH","M","H","M",19435,2133
"11220_201004","Brooklyn","HousCond_[350,1789]","H","H","H","VH","VH","M","H","M","VH","M","MH","M","H","OC","VH",18070,3457
"11221_201004","Brooklyn","HousCond_[350,1789]","H","VH","L","VH","VH","L","H","L","VH","M","H","MH","H","OC","VH",22421,4093
"11222_201004","Brooklyn","HousCond_[200,350]","H","M","M","L","VH","H","MH","M","VH","L","MH","L","M","H","M",34578,2743
"11223_201004","Brooklyn","HousCond_[200,350]","H","H","L","VH","VH","M","H","L","VH","L","H","MH","M","VH","H",25810,3027
"11224_201004","Brooklyn","HousCond_[200,350]","M","H","L","L","VH","L","M","VL","VH","L","L","MH","H","OC","VH",24576,2232
"11225_201004","Brooklyn","HousCond_[350,1789]","MH","VH","M","M","VH","L","M","L","VH","M","MH","MH","MH","VH","H",27710,3151
"11226_201004","Brooklyn","HousCond_[350,1789]","H","VH","M","VH","VH","M","H","M","VH","M","H","MH","H","OC","VH",24048,5425
"11228_201004","Brooklyn","HousCond_[0,70]","H","L","VL","H","VH","VL","MH","L","VH","VL","H","VL","H","VH","H",34916,1737
"11229_201004","Brooklyn","HousCond_[350,1789]","H","H","L","VH","VH","M","H","L","VH","VL","H","MH","H","OC","H",33407,3434
"11230_201004","Brooklyn","HousCond_[350,1789]","H","H","M","VH","VH","VL","H","M","VH","L","H","MH","M","VH","H",28377,2809
"11231_201004","Brooklyn","HousCond_[70,200]","MH","M","M","M","VH","L","M","M","VH","M","MH","L","MH","VH","H",45892,1960
"11232_201004","Brooklyn","HousCond_[70,200]","M","M","L","M","VH","L","L","VL","H","L","M","L","M","VH","H",23020,1092
"11233_201004","Brooklyn","HousCond_[350,1789]","MH","H","M","M","VH","L","MH","L","VH","H","MH","MH","H","OC","VH",24132,3433
"11234_201004","Brooklyn","HousCond_[200,350]","H","M","H","VH","VH","M","H","M","VH","L","H","M","H","OC","VH",39585,4114
"11235_201004","Brooklyn","HousCond_[350,1789]","H","H","M","VH","VH","L","H","H","VH","L","H","MH","MH","VH","H",30584,3297
"11236_201004","Brooklyn","HousCond_[200,350]","H","H","M","VH","VH","L","H","L","VH","VL","H","MH","H","OC","VH",30810,4877
"11237_201004","Brooklyn","HousCond_[350,1789]","MH","H","M","M","VH","H","MH","L","VH","M","H","MH","L","M","ML",20665,2220
"11238_201004","Brooklyn","HousCond_[350,1789]","H","H","H","M","VH","H","M","H","VH","H","H","MH","MH","OC","VH",38846,3017
"11239_201004","Brooklyn","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","H","M",32222,689
"11249_201004","Brooklyn","HousCond_[0,70]","L","L","VL","L","L","L","L","M","L","VL","L","VL","MH","VH","H",NA,NA
"11354_201004","Queens","HousCond_[70,200]","H","M","M","H","VH","L","H","L","VH","L","M","MH","M","H","M",22372,1685
"11355_201004","Queens","HousCond_[200,350]","MH","H","L","VH","VH","L","H","L","VH","VL","H","MH","MH","OC","VH",18754,2529
"11356_201004","Queens","HousCond_[70,200]","M","L","VL","H","VH","VL","H","VL","H","L","M","VL","M","H","M",27671,1075
"11357_201004","Queens","HousCond_[70,200]","M","L","VL","H","VH","L","H","VL","H","L","H","VL","M","M","ML",47213,1658
"11358_201004","Queens","HousCond_[70,200]","MH","M","L","M","VH","L","H","L","VH","VL","H","VL","L","H","M",35127,1398
"11359_201004","Queens","HousCond_[0,70]","L","L","VL","L","L","VL","L","VL","L","VL","L","VL","L","M","ML",NA,NA
"11360_201004","Queens","HousCond_[0,70]","M","L","VL","L","VH","VL","L","VL","L","VL","M","VL","M","M","ML",54824,791
"11361_201004","Queens","HousCond_[0,70]","M","L","L","M","VH","L","MH","L","H","VL","H","L","M","H","H",41020,1108
"11362_201004","Queens","HousCond_[0,70]","M","L","VL","L","VH","VL","MH","VL","L","VL","MH","VL","L","M","ML",48946,637
"11363_201004","Queens","HousCond_[0,70]","L","L","VL","L","H","VL","L","L","L","VL","M","VL","L","M","ML",54734,228
"11364_201004","Queens","HousCond_[0,70]","L","L","VL","M","VH","VL","H","VL","M","L","H","M","L","M","ML",43360,1367
"11365_201004","Queens","HousCond_[70,200]","M","H","L","M","VH","VL","H","VL","VH","VL","MH","L","M","H","M",35625,1974
"11366_201004","Queens","HousCond_[0,70]","M","L","VL","L","VH","VL","M","VL","M","VL","MH","VL","M","H","M",38451,505
"11367_201004","Queens","HousCond_[200,350]","MH","M","L","M","VH","VL","MH","L","VH","VL","H","L","M","H","M",34111,1549
"11368_201004","Queens","HousCond_[200,350]","M","H","M","VH","VH","M","H","L","VH","L","MH","MH","MH","OC","VH",20961,3495
"11369_201004","Queens","HousCond_[70,200]","M","M","H","M","VH","L","M","VL","VH","VL","MH","L","M","H","ML",24680,1491
"11370_201004","Queens","HousCond_[0,70]","M","L","VL","M","H","VL","M","L","H","VL","MH","L","L","M","ML",26869,1115
"11372_201004","Queens","HousCond_[200,350]","H","H","H","M","VH","H","H","M","VH","L","MH","MH","MH","OC","H",24893,3111
"11373_201004","Queens","HousCond_[350,1789]","H","H","H","VH","VH","M","H","M","VH","VL","MH","MH","H","OC","VH",21179,3614
"11374_201004","Queens","HousCond_[70,200]","MH","M","M","M","VH","VL","L","VL","H","L","MH","M","M","H","M",37247,2135
"11375_201004","Queens","HousCond_[350,1789]","H","H","H","M","VH","M","H","L","VH","L","H","MH","MH","H","M",50840,3403
"11377_201004","Queens","HousCond_[200,350]","MH","VH","H","VH","VH","M","H","M","VH","VL","H","L","MH","OC","H",23728,3763
"11378_201004","Queens","HousCond_[70,200]","H","M","L","VH","VH","L","H","M","VH","VL","H","L","L","H","M",34326,1882
"11379_201004","Queens","HousCond_[0,70]","M","L","VL","H","VH","VL","MH","L","H","L","H","VL","MH","VH","H",42366,1914
"11385_201004","Queens","HousCond_[350,1789]","H","H","M","VH","VH","M","H","L","VH","M","H","MH","H","OC","VH",28041,5620
"11411_201004","Queens","HousCond_[0,70]","M","L","VL","L","VH","VL","MH","VL","H","VL","MH","L","L","M","M",37530,1003
"11412_201004","Queens","HousCond_[70,200]","M","L","VL","H","VH","VL","H","VL","VH","L","H","MH","L","H","M",31320,1815
"11413_201004","Queens","HousCond_[70,200]","H","M","L","H","VH","VL","H","VL","H","VL","H","MH","L","M","ML",34708,1870
"11414_201004","Queens","HousCond_[70,200]","MH","L","VL","M","VH","VL","H","L","M","VL","MH","M","MH","H","M",45105,1508
"11415_201004","Queens","HousCond_[70,200]","L","L","VL","L","H","M","M","VL","M","VL","L","M","L","M","ML",41294,924
"11416_201004","Queens","HousCond_[70,200]","M","M","VL","M","H","L","M","VL","H","VL","M","MH","MH","VH","H",24474,1333
"11417_201004","Queens","HousCond_[70,200]","MH","L","L","H","VH","L","H","L","VH","VL","H","MH","L","M","ML",28449,1576
"11418_201004","Queens","HousCond_[200,350]","MH","M","M","VH","VH","M","H","VL","VH","L","H","MH","MH","VH","M",25326,1679
"11419_201004","Queens","HousCond_[200,350]","MH","H","L","VH","VH","VL","H","L","VH","M","MH","MH","H","VH","H",23058,2078
"11420_201004","Queens","HousCond_[200,350]","MH","M","L","H","VH","L","H","VL","VH","VL","H","MH","M","H","H",28052,2133
"11421_201004","Queens","HousCond_[70,200]","M","M","VL","H","VH","L","H","VL","H","VL","MH","MH","M","H","M",26032,2148
